"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"432539","Red Webo ","Secret","Good","Blue","Blond","Male","No","Deceased",1,"2011-03","Marvel","Earth-616"
"432542","Carlos Ayala ","Secret","Good","Brown","Black","Male","No","Deceased",1,"2011-03","Marvel","Earth-616"
"432544","Brian Cole ","Secret","Good","No info","Brown","Male","No","Deceased",1,"2011-03","Marvel","Earth-616"
"432548","Sandra Murphy ","Secret","Good","Brown","Black","Female","No","Deceased",1,"2011-03","Marvel","Earth-616"
"004326","Kenneth Hale ","Secret","Good","Brown","Brown","Male","No","Living",67,"2054-03","Marvel","Earth-616"
"432632","Sand Devil","No info","No info","No info","No info","No info","No","Living",1,"1984-09","Marvel","Sand Devil"
"432633","Sand Devil ","No info","No info","No info","No info","No info","No","Living",5,"1984-08","Marvel","Earth-616"
"432650","Mageth ","No info","Good","No info","Brown","Female","No","Living",4,"2010-10","Marvel","Earth-616"
"004327","Brute Bashby ","Secret","Bad","No info","Brown","Male","No","Living",2,"1980-05","Marvel","Earth-616"
"043270","VOR\/TEX ","No info","Bad","No info","No info","No info","No","Living",1,"1993-02","Marvel","Earth-616"
"004328","Tony Masterson ","Secret","Bad","No info","Green","Male","No","Deceased",5,"1987-08","Marvel","Earth-616"
"043282","Philadelphia Filly ","Secret","Good","Green","Brown","Female","No","Deceased",3,"2006-09","Marvel","Earth-616"
"432874","Johnny Bloodcede ","No info","Bad","No info","No info","Male","No","Deceased",2,"1992-08","Marvel","Earth-616"
"004329","Donald Clendenon ","Secret","Neutral","Brown","Black","Male","No","Living",22,"1992-10","Marvel","Earth-616"
"432991","Ai Apaec ","Secret","Bad","White","Grey","Male","No","Deceased",28,"2011-01","Marvel","Earth-616"
"004330","Harvest ","Secret","Bad","Red","Bald","Male","No","Deceased",4,"1994-01","Marvel","Earth-616"
"043312","Floyd Mangles ","No info","Bad","No info","No info","Male","No","Living",9,"1976-01","Marvel","Earth-616"
"433144","Tanis Nieves ","Secret","Good","Brown","Brown","Female","No","Living",12,"2010-12","Marvel","Earth-616"
"043315","Steinbeck ","Secret","Bad","No info","Grey","Male","No","Deceased",12,"2003-06","Marvel","Earth-616"
"433315","Michelangelo Simoni ","Secret","Neutral","No info","No info","Male","No","Living",6,"2011-04","Marvel","Earth-616"
"043337","Thulsa Doom ","Secret","Bad","Blue","White","Male","No","Living",19,"1972-04","Marvel","Earth-616"
"043382","Albert Destine ","Secret","Good","Blue","White","Male","No","Living",6,"1994-10","Marvel","Earth-616"
"043385","Gracie Gamble ","Secret","Good","No info","Grey","Female","No","Living",3,"1996-10","Marvel","Earth-616"
"043386","Newton Destine ","Secret","Good","No info","Brown","Male","No","Living",15,"1994-07","Marvel","Earth-616"
"043387","Vincent Destine ","No info","Bad","No info","No info","Male","No","Deceased",5,"1994-11","Marvel","Earth-616"
"043389","Florence Destine ","No info","Good","No info","Grey","Female","No","Deceased",3,"1994-10","Marvel","Earth-616"
"433905","Mordonna ","No info","Bad","No info","Black","Female","No","Living",2,"1985-12","Marvel","Earth-616"
"434054","Peter Brand ","Public","Bad","Blue","Black","Male","No","Deceased",3,"1984-09","Marvel","Earth-616"
"043407","Gabriel Stacy ","Secret","Neutral","Brown","Brown","Male","No","Living",22,"2004-08","Marvel","Earth-616"
"043408","Sarah Stacy ","No Dual","Good","Blue","Blond","Female","No","Living",15,"2004-08","Marvel","Earth-616"
"434082","Iron Cross ","No info","Bad","No info","Bald","Male","No","Living",4,"2010-12","Marvel","Earth-616"
"434292","Eos ","Secret","Good","Gold","Blond","Female","No","Living",1,"2010-02","Marvel","Earth-616"
"434741","Sinister Six ","Secret","Bad","Yellow","No","Male","No","Living",3,"2008-10","Marvel","Earth-616"
"434769","Logomancer ","Secret","Good","No info","White","Male","No","Deceased",8,"2010-12","Marvel","Earth-616"
"434926","Reginald Harris ","Public","Neutral","Brown","Brown","Male","No","Living",1,"2011-03","Marvel","Earth-616"
"435114","Gullywhump ","No info","Good","No info","No","No info","No","Living",3,"1986-02","Marvel","Earth-616"
"435115","King Glugwort ","No info","Good","No info","No","Male","No","Living",3,"1986-02","Marvel","Earth-616"
"435116","Greensong ","No info","Good","No info","No","No info","No","Living",4,"1986-02","Marvel","Earth-616"
"435117","Bugeye ","No info","Good","No info","No","No info","No","Living",5,"1986-02","Marvel","Earth-616"
"435118","Dewlap ","No info","Good","No info","No","No info","No","Living",2,"1986-02","Marvel","Earth-616"
"435126","Rizzo ","No info","Bad","No info","No info","No info","No","Living",2,"1986-03","Marvel","Earth-616"
"435127","Southside ","No info","Bad","No info","No info","No info","No","Living",3,"1986-02","Marvel","Earth-616"
"435128","Ratso ","No info","Bad","No info","No info","No info","No","Living",3,"1986-02","Marvel","Earth-616"
"435173","Bobo ","No info","Good","No info","Brown","Male","No","Living",8,"2004-09","Marvel","Earth-616"
"435239","Carole ","Public","Neutral","Brown","Brown","Female","No","Living",1,"2067-07","Marvel","Earth-616"
"435282","Natsumi ","Secret","Neutral","Black","Black","Female","No","Deceased",3,"2008-08","Marvel","Earth-616"
"435283","Junichiro ","Secret","Neutral","No info","No info","Male","No","Deceased",1,"2008-08","Marvel","Earth-616"
"435284","Akihira ","Secret","Neutral","Black","Black","Male","No","Deceased",3,"2008-08","Marvel","Earth-616"
"435301","Einar ","No info","No info","No info","No info","No info","No","Living",2,"1986-05","Marvel","Earth-616"
"435302","Starkad ","No info","Good","No info","Brown","No info","No","Living",2,"1986-05","Marvel","Earth-616"
"435508","Slaggnbir ","No info","Bad","No info","Black","Male","No","Deceased",2,"1986-06","Marvel","Earth-616"
"435631","B'Ok ","No info","No info","Red","No","Male","No","Living",1,"1978-12","Marvel","Earth-616"
"435939","Gemini ","Secret","Bad","No info","No info","Male","No","Living",6,"1977-07","Marvel","Earth-616"
"436026","Lawrence Evans ","No info","Bad","Brown","No info","Male","No","Living",2,"1996-11","Marvel","Earth-616"
"043603","Yentron ","No info","Bad","No info","No info","No info","No","Living",3,"1974-11","Marvel","Earth-616"
"436035","Cerberus ","No info","Good","No info","No info","Male","No","Living",7,"1985-07","Marvel","Earth-616"
"043608","Pelops ","Secret","Good","Yellow","White","Male","No","Deceased",3,"1994-03","Marvel","Earth-616"
"436085","Sundance ","Secret","Good","Brown","Blond","Male","No","Living",2,"1986-08","Marvel","Earth-616"
"436086","Old Troll ","No info","Good","No info","White","No info","No","Living",1,"1986-08","Marvel","Earth-616"
"436087","Fagan ","No info","Bad","No info","No info","No info","No","Living",1,"1986-08","Marvel","Earth-616"
"043609","Blackwulf ","Secret","Neutral","Red","White","Male","No","Living",15,"1994-03","Marvel","Earth-616"
"043611","Linbythoum ","No info","Bad","No info","No info","Male","No","Living",3,"1974-11","Marvel","Earth-616"
"043612","Rowregyynac ","No info","Bad","No info","Bald","Male","No","Living",3,"1974-11","Marvel","Earth-616"
"043613","Krowtanem ","No info","Bad","No info","No info","Male","No","Living",4,"1974-11","Marvel","Earth-616"
"436245","Angela ","No info","Neutral","Blue","Blond","Female","No","Deceased",4,"2011-02","Marvel","Earth-616"
"004363","Healer ","Secret","Good","No info","Grey","Male","No","Deceased",9,"1984-03","Marvel","Earth-616"
"436324","Kellen ","No info","Bad","No info","Blond","Male","No","Living",2,"1986-09","Marvel","Earth-616"
"004364","Kenneth Tennyson ","Public","Good","No info","Blond","Male","No","Living",3,"2001-05","Marvel","Earth-616"
"004365","Henrietta Hunter ","Public","Good","No info","Black","Female","No","Living",6,"2003-10","Marvel","Earth-616"
"436594","Doctor Jiroult ","No info","Bad","No info","Brown","Male","No","Living",1,"2003-06","Marvel","Earth-616"
"043668","Kur ","No info","Bad","No info","No info","Male","No","Living",4,"1977-02","Marvel","Earth-616"
"004367","Dominic Destine ","Secret","Good","No info","Red","Male","No","Living",22,"1994-07","Marvel","Earth-616"
"043670","Robert Chalmers ","No Dual","Bad","Brown","Brown","Male","No","Living",9,"2069-06","Marvel","Earth-616"
"436710","Park Prowler ","Secret","Bad","No info","Blond","Male","No","Living",1,"1986-11","Marvel","Earth-616"
"004368","Edward Leeds ","Secret","Neutral","Blue","Brown","Male","No","Deceased",181,"2064-11","Marvel","Earth-616"
"436840","Igor Vanko ","Public","Neutral","Green","Red","Male","No","Deceased",1,"2010-01","Marvel","Earth-616"
"436862","Boom-Boom ","No info","Bad","No info","Black","Male","No","Living",1,"1981-02","Marvel","Earth-616"
"436869","Nicolae Dinu ","No info","Bad","No info","Black","Male","No","Deceased",6,"2011-02","Marvel","Earth-616"
"004370","Scotty McDowell ","Secret","Neutral","No info","Brown","Male","No","Living",16,"1979-12","Marvel","Earth-616"
"437029","Cal Brunder ","No Dual","Bad","No info","No info","Male","No","Living",1,"2039-10","Marvel","Earth-616"
"437037","Constance Rand ","No Dual","Good","No info","Blond","Female","No","Deceased",1,"2039-10","Marvel","Earth-616"
"043704","Campbell Saint-Ange ","No info","Good","Brown","Blond","Male","No","Living",6,"2004-09","Marvel","Earth-616"
"437085","Fred Bouting ","Secret","Bad","Brown","Black","Male","No","Deceased",4,"1990-04","Marvel","Earth-616"
"437094","Brad Gutman ","Public","Bad","Brown","Brown","Male","No","Deceased",1,"2003-09","Marvel","Earth-616"
"004371","Edward McDonough ","Secret","Good","Brown","Brown","Male","No","Deceased",19,"1998-09","Marvel","Earth-616"
"437129","Blackie Ross ","No Dual","Bad","No info","Black","Male","No","Living",1,"2039-12","Marvel","Earth-616"
"437139","Mister Lelong ","Secret","Bad","No info","Black","Male","No","Living",1,"2039-12","Marvel","Earth-616"
"043715","Horst Kleinmann ","No info","Bad","No info","No info","Male","No","Living",2,"1986-11","Marvel","Earth-148611"
"437168","Hook Tebbs ","No Dual","Bad","No info","Grey","Male","No","Deceased",1,"2039-12","Marvel","Earth-616"
"437197","Captain Ott ","Secret","Neutral","No info","No info","Male","No","Living",1,"2040-01","Marvel","Earth-616"
"004372","Rick Rojatt ","Secret","Good","No info","No info","Male","No","Living",19,"1977-09","Marvel","Earth-616"
"437236","Bramble ","No info","Bad","No info","No","Male","No","Living",1,"1993-05","Marvel","Earth-616"
"437249","Mister Carson ","Public","Good","No info","White","Male","No","Deceased",1,"2040-01","Marvel","Earth-616"
"004373","M-11 ","Secret","Good","Yellow","No","Male","No","Living",50,"2054-05","Marvel","Earth-616"
"043731","Valerie Martin ","Secret","Good","Brown","Black","Female","No","Living",5,"2006-09","Marvel","Earth-616"
"043744","Roger Hochberg ","Public","Good","Brown","Brown","Male","No","Living",14,"1981-12","Marvel","Earth-616"
"004375","Buchanan Mitty ","Secret","No info","Hazel","Brown","Male","No","Deceased",21,"1986-10","Marvel","Earth-616"
"043750","Token ","No info","No info","No info","No info","No info","No","Living",5,"1995-10","Marvel","Earth-616"
"043754","Cornelius Worth ","Public","Neutral","Brown","Grey","Male","No","Living",7,"2005-11","Marvel","Earth-616"
"043757","Kayla Ballantine ","Public","Good","No info","Strawberry Blond","Female","No","Living",53,"1989-11","Marvel","Earth-616"
"437592","N'Dega ","Public","Neutral","Black","Black","Male","No","Living",1,"2009-10","Marvel","Earth-616"
"437599","Larisa Mishchenko ","No Dual","Neutral","Blue","Black","Female","No","Deceased",5,"2005-11","Marvel","Earth-616"
"004376","Sonny Baredo ","Secret","Neutral","Green","Grey","Male","No","Living",12,"2001-09","Marvel","Earth-616"
"043760","Xa ","No info","Bad","No info","Red","Female","No","Living",5,"1990-12","Marvel","Earth-616"
"437639","Drew Geraci ","No info","No info","No info","No info","Male","No","Living",6,"1995-12","Marvel","Earth-616"
"043764","Flea ","No info","Neutral","No info","Black","Male","No","Deceased",12,"1973-01","Marvel","Earth-616"
"043765","Voroshilov ","No info","Bad","No info","Blond","Female","No","Living",5,"1990-07","Marvel","Earth-616"
"437658","Samuel Griggs ","No info","No info","No info","No info","Male","No","Living",6,"2001-09","Marvel","Earth-616"
"043766","Tailgunner ","Secret","Bad","No info","No info","Male","No","Living",6,"1989-12","Marvel","Earth-616"
"043767","Kuryestan ","No info","Bad","No info","Brown","Male","No","Living",5,"1990-07","Marvel","Earth-616"
"043768","Miles Brickman ","Public","Neutral","No info","Black","Male","No","Living",4,"1978-10","Marvel","Earth-616"
"043770","Daniel Kingsley ","Secret","Bad","Blue","Grey","Male","No","Deceased",12,"1997-01","Marvel","Earth-616"
"437707","Azir ","No info","No info","No info","No info","Female","No","Living",5,"1975-09","Marvel","Earth-616"
"437714","Neil Streich ","No info","No info","No info","No info","Male","No","Living",5,"2003-04","Marvel","Earth-616"
"437716","Vincent Cetewayo ","No info","No info","No info","No info","Male","No","Living",5,"1994-04","Marvel","Earth-616"
"437717","Elena ","Secret","Neutral","White","Blond","Female","No","Deceased",5,"2005-11","Marvel","Earth-616"
"043773","Shakkoth ","Public","Good","No info","Black","Male","No","Living",4,"1984-09","Marvel","Earth-616"
"437733","Aaron Thorne ","No Dual","Bad","Blue","Brown","Male","No","Living",4,"1994-07","Marvel","Earth-616"
"437739","Shirley Washington ","Public","No info","Brown","Black","Female","No","Living",48,"1996-01","Marvel","Earth-616"
"043774","Kaina ","Secret","Good","White","Brown","Female","No","Living",39,"1979-07","Marvel","Earth-616"
"437744","Grigory Efimovich Rasputin ","Public","Bad","Black","Black","Male","No","Deceased",5,"2005-11","Marvel","Earth-616"
"043775","Chief Authier ","No info","No info","No info","No info","Male","No","Living",5,"1997-12","Marvel","Earth-616"
"437753","Doug Powell ","No info","Good","No info","Brown","Male","No","Living",34,"1990-06","Marvel","Earth-616"
"437765","Sputnik ","No info","No info","No info","No info","No info","No","Living",4,"2011-02","Marvel","Earth-616"
"437766","Merrick ","No info","No info","No info","No info","No info","No","Living",4,"1990-07","Marvel","Earth-616"
"437767","Devon Lewis ","Public","No info","Brown","Black","Male","No","Living",35,"1996-01","Marvel","Earth-616"
"437789","Deborah Green ","No info","Good","Blue","Black","Female","No","Living",11,"2008-04","Marvel","Earth-616"
"043779","Ruffio Costa ","Public","Bad","No info","Black","Male","No","Living",1,"1976-10","Marvel","Earth-616"
"437792","Janet McEntee ","No info","No info","No info","No info","Female","No","Living",4,"1984-06","Marvel","Earth-616"
"043781","Tuval ","No info","Bad","No info","No info","Male","No","Living",6,"1971-08","Marvel","Earth-616"
"043783","Louis Frohike ","No info","Good","No info","Brown","Male","No","Deceased",6,"1987-11","Marvel","Earth-616"
"043784","Tristram Micawber ","Public","Bad","No info","Bald","Male","No","Living",6,"1989-09","Marvel","Earth-616"
"437845","Crippler ","No info","No info","No info","No info","No info","No","Living",3,"1990-06","Marvel","Earth-616"
"437846","Larry Arnold ","Public","Good","No info","Black","Male","No","Living",13,"1994-02","Marvel","Earth-616"
"043785","Metabo ","Secret","Bad","No info","No","Male","No","Living",2,"1979-08","Marvel","Earth-616"
"437867","Diane Carson ","Public","Good","Blue","Blond","Female","No","Living",1,"2040-01","Marvel","Earth-616"
"437879","Mister Ritton ","Public","Bad","No info","Black","Male","No","Living",1,"2040-01","Marvel","Earth-616"
"043788","Masahiko ","No info","Good","No info","No info","Male","No","Deceased",1,"2000-05","Marvel","Earth-616"
"004379","Hyperion ","Secret","Bad","Blue","Red","Male","No","Deceased",25,"2069-10","Marvel","Earth-616"
"437919","Sacred One ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2040-01","Marvel","Earth-616"
"437926","North Norrell ","No info","No info","No info","No info","Male","No","Living",4,"2009-10","Marvel","Earth-616"
